日期,目標股,趨勢延續分數,趨勢延續分數_100,趨勢延續標籤,信心,主要貢獻1
2026-09-09,6274.TW,0.274,27.4,弱偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 252 天（樣本充足（>200，具統計意義））,金像電
2026-09-09,6213.TW,0.519,51.9,中度偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,富喬
2026-09-09,2368.TW,-0.282,-28.2,弱偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,台燿
2026-09-09,3044.TW,-0.185,-18.5,弱偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,台燿
2026-09-09,2313.TW,-0.538,-53.8,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,台燿
2026-09-09,2327.TW,-0.875,-87.5,強烈偏空延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 226 天（樣本充足（>200，具統計意義））,凱美
2026-09-09,2492.TW,-0.888,-88.8,強烈偏空延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 229 天（樣本充足（>200，具統計意義））,凱美
2026-09-09,6173.TW,-0.853,-85.3,強烈偏空延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 236 天（樣本充足（>200，具統計意義））,凱美
2026-09-09,2382.TW,-0.193,-19.3,弱偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 237 天（樣本充足（>200，具統計意義））,
2026-09-09,6669.TW,-0.363,-36.3,弱偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,晟銘電
2026-09-09,2376.TW,-0.231,-23.1,弱偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 237 天（樣本充足（>200，具統計意義））,鴻海
2026-09-09,2377.TW,-0.271,-27.1,弱偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 231 天（樣本充足（>200，具統計意義））,鴻海
2026-09-09,2357.TW,-0.277,-27.7,弱偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 228 天（樣本充足（>200，具統計意義））,Lenovo
2026-09-09,3324.TW,-0.386,-38.6,弱偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 229 天（樣本充足（>200，具統計意義））,建準
2026-09-09,3017.TW,-0.316,-31.6,弱偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,建準
2026-09-09,3653.TW,-0.361,-36.1,弱偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 238 天（樣本充足（>200，具統計意義））,建準
2026-09-09,3081.TW,0.501,50.1,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,Sumitomo Electric
2026-09-09,2455.TW,0.491,49.1,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 238 天（樣本充足（>200，具統計意義））,Sumitomo Electric
2026-09-09,4991.TW,0.389,38.9,弱偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,Sumitomo Electric
2026-09-09,4971.TW,0.552,55.2,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,Sumitomo Electric
2026-09-09,3105.TW,0.353,35.3,弱偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,Mitsubishi Electric
2026-09-09,8086.TW,0.322,32.2,弱偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 232 天（樣本充足（>200，具統計意義））,Mitsubishi Electric
2026-09-09,3363.TW,0.397,39.7,弱偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,
2026-09-09,3163.TW,0.464,46.4,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,
2026-09-09,4979.TW,0.556,55.6,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,
2026-09-09,3450.TW,0.419,41.9,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,Sumitomo Electric
2026-09-09,4977.TW,0.371,37.1,弱偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 238 天（樣本充足（>200，具統計意義））,
2026-09-09,6451.TW,0.5,50.0,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,
2026-09-09,3711.TW,0.213,21.3,弱偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 232 天（樣本充足（>200，具統計意義））,Mitsubishi Electric
2026-09-09,2330.TW,0.13,13.0,弱偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 228 天（樣本充足（>200，具統計意義））,Mitsubishi Electric
2026-09-09,3008.TW,-1.0,-100.0,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 237 天（樣本充足（>200，具統計意義））,今國光
2026-09-09,3362.TW,-1.0,-100.0,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 236 天（樣本充足（>200，具統計意義））,今國光
2026-09-09,3406.TW,-1.0,-100.0,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,亞光
2026-09-09,4585.TW,-0.584,-58.4,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 235 天（樣本充足（>200，具統計意義））,所羅門
2026-09-09,6415.TW,0.249,24.9,弱偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,台達電
2026-09-09,6526.TW,0.047,4.7,方向不明/觀望,納入 12 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,聯發科
2026-09-09,3231.TW,-0.031,-3.1,方向不明/觀望,納入 6 檔關聯股；其中天數樣本最少的一檔為 99 天（樣本偏少（30–100，可謹慎推論方向））,南亞科
2026-09-09,2615.TW,-0.648,-64.8,中度偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 233 天（樣本充足（>200，具統計意義））,陽明
2026-09-09,8039.TW,-0.64,-64.0,中度偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,台光電
2026-09-09,2301.TW,-1.0,-100.0,強烈偏空延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 219 天（樣本充足（>200，具統計意義））,台達電
2026-09-09,2464.TW,-0.415,-41.5,中度偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,廣運
2026-09-09,2059.TW,-1.0,-100.0,強烈偏空延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,勤誠
2026-09-09,6214.TW,0.349,34.9,弱偏多延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 214 天（樣本充足（>200，具統計意義））,零壹
2026-09-09,2395.TW,-0.517,-51.7,中度偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,樺漢
2026-09-09,2474.TW,-1.0,-100.0,強烈偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 225 天（樣本充足（>200，具統計意義））,晟銘電
2026-09-09,8103.TW,-0.594,-59.4,中度偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,台達電
2026-09-09,6531.TW,-0.751,-75.1,強烈偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 102 天（樣本尚可（100–200，具參考意義））,Samsung Electro-Mechanics
2026-09-09,6770.TW,-0.923,-92.3,強烈偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 102 天（樣本尚可（100–200，具參考意義））,Murata
2026-09-09,2303.TW,-0.781,-78.1,強烈偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 100 天（樣本尚可（100–200，具參考意義））,TDK
2026-09-09,2421.TW,-0.431,-43.1,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,台達電
2026-09-09,4931.TW,-0.217,-21.7,弱偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,
2026-09-09,6830.TW,-0.627,-62.7,中度偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,日月光
2026-09-09,7711.TW,-0.402,-40.2,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 178 天（樣本尚可（100–200，具參考意義））,華擎
2026-09-09,3234.TW,0.058,5.8,方向不明/觀望,納入 5 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,華星光
2026-09-09,6291.TW,0.602,60.2,中度偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,上詮
2026-09-09,4908.TW,-1.0,-100.0,強烈偏空延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,建準
